    [ 0.58 0.38 0.35 0.38 0.66 0.98 0.11 0.40 0.72 0.72 1.00 0.90 0.43 0.49 0.28 0.94 0.90 0.90 0.82 0.46 0.28 0.94 0.70 0.12 0.70 0.45 0.55 0.23 0.44 0.53 0.50 0.95 0.75 0.51 0.52 0.25 0.32 0.36 0.30 0.12 0.95 0.27 0.40 0.46 0.48 0.85 0.84 0.17 0.53 0.83 0.17 0.14 0.11 0.71 0.16 0.68 0.20 0.99 0.69 0.17 0.38 0.68 0.33 0.91 ]
    [ 0.94 0.96 0.88 0.44 0.84 0.41 0.87 0.18 0.40 0.94 0.90 1.00 0.93 0.52 0.42 0.79 0.27 0.90 0.53 0.65 0.37 0.56 0.12 0.82 0.62 0.67 0.21 0.92 0.99 0.19 0.99 0.45 0.22 0.17 0.77 0.42 0.30 0.12 0.40 0.82 0.96 0.43 0.54 0.55 0.65 0.70 0.80 0.11 0.42 0.33 0.27 0.29 0.33 0.30 0.44 0.68 0.63 0.89 0.25 0.38 0.50 0.43 0.78 0.74 ]
    [ 0.76 0.73 0.76 0.79 0.80 0.40 0.52 0.24 0.86 0.16 0.43 0.93 1.00 0.80 0.73 0.61 0.27 0.45 0.96 0.52 0.10 0.83 0.73 0.85 0.36 0.17 0.14 0.58 0.24 0.46 0.17 0.90 0.44 0.26 0.75 0.22 0.57 0.45 0.94 0.62 0.62 0.82 0.73 0.27 0.53 0.60 0.52 0.45 0.78 0.59 0.12 0.67 0.25 0.64 0.38 0.86 0.20 0.87 0.43 0.20 0.21 0.51 0.16 0.51 ]
    [ 0.49 0.91 0.79 0.74 0.41 0.10 0.19 0.89 0.53 0.52 0.49 0.52 0.80 1.00 0.66 0.27 0.21 0.65 0.71 0.64 0.47 0.98 0.75 0.30 0.53 0.85 0.87 0.78 0.17 0.74 0.86 0.47 0.82 0.67 0.91 0.93 0.88 0.77 0.12 0.95 0.52 0.51 0.64 0.23 0.31 0.97 0.42 0.89 0.48 0.43 0.47 0.91 0.74 0.31 0.10 0.90 0.16 0.95 0.15 0.61 0.99 0.53 0.41 0.44 ]
    [ 0.75 0.49 0.91 0.56 0.48 0.57 0.22 0.27 0.78 0.74 0.28 0.42 0.73 0.66 1.00 0.73 0.33 0.64 0.83 0.96 1.00 0.78 0.63 0.44 0.16 0.86 0.43 0.84 0.30 0.86 0.34 0.69 0.70 1.00 0.78 0.70 0.89 0.42 0.66 0.13 0.61 0.83 0.43 0.13 0.20 0.91 0.49 0.92 0.56 0.14 0.89 0.74 0.14 0.65 0.96 0.23 0.67 0.22 0.63 0.60 0.53 0.11 0.77 0.49 ]
    [ 0.70 0.70 0.90 0.78 0.11 0.63 0.25 0.68 0.78 0.58 0.94 0.79 0.61 0.27 0.73 1.00 0.30 0.88 0.73 0.54 0.16 0.38 0.52 0.98 0.91 0.98 0.84 0.10 0.24 0.99 0.34 0.43 0.51 0.39 0.19 0.16 0.28 0.85 0.50 0.94 0.97 0.23 0.70 0.79 0.40 0.76 0.37 0.48 0.77 0.66 0.82 0.59 0.89 0.37 0.24 0.11 0.19 0.54 0.70 0.37 0.51 0.87 0.33 0.11 ]
    [ 0.18 0.89 0.50 0.99 0.48 0.67 0.13 0.77 0.52 0.83 0.90 0.27 0.27 0.21 0.33 0.30 1.00 0.46 0.83 0.84 0.89 0.35 0.64 0.94 0.13 0.87 1.00 0.85 0.79 0.17 0.77 0.92 0.44 0.72 0.21 0.85 0.66 0.73 0.68 0.35 0.86 0.92 0.43 0.53 0.29 0.47 0.45 0.57 0.10 0.74 0.45 0.12 0.80 0.15 0.59 0.40 0.17 0.40 0.38 0.81 0.88 0.82 0.45 0.24 ]
    [ 0.40 0.71 0.76 0.91 0.17 0.74 0.35 0.40 0.47 0.64 0.90 0.90 0.45 0.65 0.64 0.88 0.46 1.00 0.55 0.10 0.12 0.35 0.47 0.78 0.97 0.81 0.21 0.82 0.44 0.29 0.92 0.32 0.87 0.39 0.96 0.84 0.49 0.43 0.94 0.58 0.67 0.34 0.57 1.00 0.79 0.14 0.70 0.58 0.89 0.46 0.93 0.23 0.67 0.58 0.75 0.19 0.99 0.68 0.82 0.36 0.84 0.65 0.98 0.70 ]
    [ 0.86 0.76 0.18 0.42 0.86 0.30 0.60 0.58 0.13 0.15 0.82 0.53 0.96 0.71 0.83 0.73 0.83 0.55 1.00 0.85 0.12 0.93 0.87 0.76 0.76 0.41 0.60 0.34 0.24 0.11 0.44 0.43 0.80 0.91 0.67 0.27 0.35 0.35 0.78 0.93 0.73 0.49 0.24 0.95 0.22 0.40 0.67 0.33 0.31 0.13 0.13 0.25 0.61 0.51 0.44 0.33 0.95 0.44 0.23 0.61 0.85 0.92 0.13 0.15 ]
    [ 0.77 0.99 0.49 0.97 0.61 0.88 0.31 0.85 0.51 0.99 0.46 0.65 0.52 0.64 0.96 0.54 0.84 0.10 0.85 1.00 0.98 0.69 0.52 0.79 0.22 0.53 0.11 0.84 0.32 0.19 0.79 0.13 0.36 0.16 0.11 0.50 0.83 0.95 0.91 0.96 0.95 0.51 0.16 0.69 0.43 0.73 1.00 0.34 0.31 0.15 0.53 0.65 0.69 0.50 0.68 0.15 0.12 0.24 0.89 0.41 0.96 0.85 0.24 0.20 ]
    [ 0.95 0.16 0.60 0.92 0.76 0.44 0.77 0.79 0.33 0.78 0.28 0.37 0.10 0.47 1.00 0.16 0.89 0.12 0.12 0.98 1.00 0.66 0.47 0.96 0.15 0.87 0.33 0.70 0.73 0.42 0.94 0.11 0.97 0.24 0.23 0.94 0.17 0.44 0.36 0.33 0.20 0.57 0.80 0.38 0.84 0.69 0.15 0.33 0.47 0.54 0.84 0.20 0.75 0.56 0.19 0.47 0.31 0.82 0.49 0.60 0.52 0.85 0.32 0.31 ]
    [ 0.21 0.85 0.69 0.16 0.47 0.79 0.29 0.34 0.27 0.33 0.94 0.56 0.83 0.98 0.78 0.38 0.35 0.35 0.93 0.69 0.66 1.00 0.52 0.95 0.40 0.72 0.57 0.52 0.21 0.51 0.91 0.36 0.78 0.11 0.45 0.87 0.56 0.28 1.00 0.59 0.63 0.92 0.39 0.43 0.43 0.88 0.60 0.64 0.86 0.87 0.85 0.72 0.70 0.40 0.54 0.29 0.80 0.17 0.41 0.79 0.97 0.61 0.49 0.39 ]
    [ 0.68 0.44 0.15 0.66 0.11 0.52 0.37 0.20 0.76 0.70 0.70 0.12 0.73 0.75 0.63 0.52 0.64 0.47 0.87 0.52 0.47 0.52 1.00 0.86 0.16 0.77 0.95 0.55 0.15 0.96 0.70 0.71 0.16 0.69 0.94 0.22 0.29 0.50 0.77 0.88 0.35 0.39 0.97 0.91 0.47 0.99 0.15 0.61 0.57 0.71 0.26 0.16 0.83 0.40 0.87 0.85 0.30 0.69 0.26 0.22 0.50 0.95 0.98 0.46 ]
    [ 0.33 0.44 0.28 0.85 0.35 0.19 0.14 0.79 0.63 0.49 0.12 0.82 0.85 0.30 0.44 0.98 0.94 0.78 0.76 0.79 0.96 0.95 0.86 1.00 0.26 0.79 0.72 0.29 0.97 0.21 0.23 0.98 0.83 0.47 0.70 0.58 0.21 0.51 0.73 0.41 0.92 0.49 0.14 0.19 0.10 0.97 0.46 0.62 0.46 0.28 0.70 0.62 0.50 0.28 0.59 0.84 0.24 0.24 0.67 0.26 0.61 0.88 0.40 0.59 ]
    [ 0.98 0.92 0.91 0.14 0.85 0.85 0.14 0.70 0.75 0.57 0.70 0.62 0.36 0.53 0.16 0.91 0.13 0.97 0.76 0.22 0.15 0.40 0.16 0.26 1.00 0.24 0.14 0.95 0.15 0.50 0.30 0.72 0.26 0.98 0.48 0.70 0.53 0.61 0.81 0.76 0.50 0.13 0.76 0.95 0.55 0.10 0.12 0.78 0.54 0.44 0.38 0.51 0.18 0.26 0.21 0.83 0.26 0.41 0.16 0.55 0.93 0.95 0.31 0.29 ]
    [ 0.51 0.24 0.23 0.93 0.27 0.55 0.21 0.54 0.62 0.85 0.45 0.67 0.17 0.85 0.86 0.98 0.87 0.81 0.41 0.53 0.87 0.72 0.77 0.79 0.24 1.00 0.47 0.60 0.58 0.24 0.51 0.16 0.35 0.36 0.19 0.43 0.29 0.20 0.85 0.22 0.87 0.14 0.82 0.86 0.33 0.57 0.42 0.82 0.44 0.12 0.46 0.45 0.82 1.00 0.14 0.86 0.34 0.40 0.50 0.28 0.40 0.33 0.27 1.00 ]
    [ 0.29 0.17 0.50 0.63 0.88 0.29 0.33 0.97 0.17 0.14 0.55 0.21 0.14 0.87 0.43 0.84 1.00 0.21 0.60 0.11 0.33 0.57 0.95 0.72 0.14 0.47 1.00 0.16 0.32 0.63 0.74 0.88 0.13 0.50 0.26 0.49 0.83 0.64 0.73 0.59 0.23 0.75 0.45 0.53 0.30 0.88 0.59 0.41 0.35 0.64 0.58 0.82 0.59 0.75 0.84 0.70 0.58 0.65 0.18 0.93 0.94 0.19 0.33 0.41 ]
    [ 0.72 0.17 0.71 0.70 0.45 0.37 0.78 0.97 0.31 0.78 0.23 0.92 0.58 0.78 0.84 0.10 0.85 0.82 0.34 0.84 0.70 0.52 0.55 0.29 0.95 0.60 0.16 1.00 0.11 0.98 0.28 0.78 0.75 0.68 0.25 0.58 0.79 0.76 0.32 0.86 0.84 0.58 0.84 0.11 0.83 0.83 0.54 0.47 0.32 0.35 0.28 0.92 0.23 0.35 0.99 0.68 0.10 0.15 0.39 0.24 0.53 0.86 0.65 0.77 ]
    [ 0.41 0.37 0.31 0.12 0.26 0.36 0.30 0.63 0.51 0.73 0.44 0.99 0.24 0.17 0.30 0.24 0.79 0.44 0.24 0.32 0.73 0.21 0.15 0.97 0.15 0.58 0.32 0.11 1.00 0.19 0.64 0.64 0.39 0.49 0.14 0.63 0.64 0.41 0.12 0.81 0.85 0.90 0.78 0.58 0.24 0.73 0.19 0.42 0.28 0.24 0.14 0.88 0.87 0.86 0.33 0.71 0.17 0.62 0.16 0.66 0.32 0.31 0.26 0.16 ]
    [ 0.49 0.40 0.93 0.14 0.45 0.73 0.47 0.56 0.60 0.13 0.53 0.19 0.46 0.74 0.86 0.99 0.17 0.29 0.11 0.19 0.42 0.51 0.96 0.21 0.50 0.24 0.63 0.98 0.19 1.00 0.43 0.35 0.33 0.38 0.15 0.13 0.40 0.10 0.74 0.98 0.20 0.48 0.68 0.75 0.15 0.18 0.51 0.17 0.51 0.39 0.35 0.60 0.14 0.36 0.51 0.76 0.80 0.46 0.69 0.25 0.90 0.83 0.16 0.61 ]
    [ 0.56 0.26 0.54 0.93 0.94 0.29 0.73 0.47 0.80 0.36 0.50 0.99 0.17 0.86 0.34 0.34 0.77 0.92 0.44 0.79 0.94 0.91 0.70 0.23 0.30 0.51 0.74 0.28 0.64 0.43 1.00 0.65 0.72 0.27 0.31 0.71 0.30 0.42 0.66 0.53 0.49 0.86 0.83 0.52 0.20 0.14 0.38 0.72 0.67 0.72 0.81 0.86 0.83 0.47 0.93 0.44 0.87 0.85 0.60 0.95 0.37 0.95 0.92 0.35 ]
    [ 0.75 0.88 0.74 0.39 0.30 0.96 0.92 0.68 0.99 0.26 0.95 0.45 0.90 0.47 0.69 0.43 0.92 0.32 0.43 0.13 0.11 0.36 0.71 0.98 0.72 0.16 0.88 0.78 0.64 0.35 0.65 1.00 0.66 0.91 0.70 0.49 0.57 0.57 0.82 0.49 0.86 0.86 0.65 0.33 0.64 0.74 0.60 1.00 0.78 0.70 0.51 0.79 0.77 0.28 0.94 0.85 0.53 0.99 0.24 0.55 0.49 0.44 0.95 0.43 ]
    [ 0.92 0.57 0.72 0.55 0.70 0.18 0.26 0.78 0.68 0.29 0.75 0.22 0.44 0.82 0.70 0.51 0.44 0.87 0.80 0.36 0.97 0.78 0.16 0.83 0.26 0.35 0.13 0.75 0.39 0.33 0.72 0.66 1.00 0.19 0.59 0.33 0.14 0.73 0.79 0.89 0.66 0.65 0.37 0.41 0.77 0.10 0.53 0.44 0.71 0.26 0.53 0.21 0.47 0.13 0.99 0.58 0.30 0.88 0.56 0.23 0.57 0.64 0.20 0.32 ]
    [ 0.39 0.98 0.42 0.49 0.66 0.61 0.79 0.78 0.20 0.51 0.51 0.17 0.26 0.67 1.00 0.39 0.72 0.39 0.91 0.16 0.24 0.11 0.69 0.47 0.98 0.36 0.50 0.68 0.49 0.38 0.27 0.91 0.19 1.00 0.51 0.32 0.97 0.74 0.95 0.86 0.88 0.85 0.82 0.69 0.84 0.37 0.11 0.20 0.30 0.49 0.88 0.71 0.69 0.97 0.21 0.54 0.25 0.90 0.53 0.72 0.74 0.38 0.51 0.33 ]
    [ 0.88 0.97 0.80 0.46 0.53 0.90 0.34 0.48 0.17 0.67 0.52 0.77 0.75 0.91 0.78 0.19 0.21 0.96 0.67 0.11 0.23 0.45 0.94 0.70 0.48 0.19 0.26 0.25 0.14 0.15 0.31 0.70 0.59 0.51 1.00 0.73 0.80 0.16 0.35 0.71 0.77 0.63 0.24 0.77 0.90 0.60 0.71 0.59 0.64 0.27 0.80 0.45 0.44 0.90 0.49 0.26 0.67 0.51 0.48 0.24 0.21 0.31 0.12 0.13 ]
    [ 0.10 0.98 0.48 0.22 0.33 0.71 0.18 0.75 0.95 0.88 0.25 0.42 0.22 0.93 0.70 0.16 0.85 0.84 0.27 0.50 0.94 0.87 0.22 0.58 0.70 0.43 0.49 0.58 0.63 0.13 0.71 0.49 0.33 0.32 0.73 1.00 0.42 0.26 0.43 0.51 0.68 0.32 0.77 0.56 0.79 0.50 0.45 0.37 0.41 0.34 0.10 0.74 0.76 0.13 0.33 0.70 0.43 0.28 0.55 0.94 0.85 0.73 0.37 0.78 ]
    [ 0.14 0.56 0.79 0.28 0.84 0.81 0.96 0.88 0.23 0.11 0.32 0.30 0.57 0.88 0.89 0.28 0.66 0.49 0.35 0.83 0.17 0.56 0.29 0.21 0.53 0.29 0.83 0.79 0.64 0.40 0.30 0.57 0.14 0.97 0.80 0.42 1.00 0.96 0.15 0.24 0.48 0.78 0.19 0.85 0.73 0.15 0.35 0.43 0.61 0.41 0.22 0.29 0.83 0.79 0.65 0.70 0.39 0.44 0.54 0.37 0.66 0.51 0.90 0.91 ]
    [ 0.65 0.64 0.42 0.62 0.45 0.24 0.38 0.44 0.70 0.28 0.36 0.12 0.45 0.77 0.42 0.85 0.73 0.43 0.35 0.95 0.44 0.28 0.50 0.51 0.61 0.20 0.64 0.76 0.41 0.10 0.42 0.57 0.73 0.74 0.16 0.26 0.96 1.00 0.39 0.65 0.16 0.38 0.78 0.33 0.58 0.48 0.25 0.41 0.18 0.65 0.58 0.24 0.73 0.58 0.62 0.68 0.93 0.34 0.88 0.10 0.31 0.81 0.21 0.25 ]
    [ 0.42 0.74 0.30 0.19 0.10 0.77 0.83 0.45 0.69 0.18 0.30 0.40 0.94 0.12 0.66 0.50 0.68 0.94 0.78 0.91 0.36 1.00 0.77 0.73 0.81 0.85 0.73 0.32 0.12 0.74 0.66 0.82 0.79 0.95 0.35 0.43 0.15 0.39 1.00 0.63 0.31 0.98 0.86 0.31 0.94 0.20 0.84 0.78 0.34 0.21 0.14 0.63 0.87 0.63 0.48 0.78 0.36 0.57 0.46 0.81 0.78 0.85 0.73 0.17 ]
    [ 0.79 0.84 0.15 0.27 0.36 0.57 0.64 0.78 0.35 0.70 0.12 0.82 0.62 0.95 0.13 0.94 0.35 0.58 0.93 0.96 0.33 0.59 0.88 0.41 0.76 0.22 0.59 0.86 0.81 0.98 0.53 0.49 0.89 0.86 0.71 0.51 0.24 0.65 0.63 1.00 0.73 0.81 0.42 0.55 0.71 0.21 0.21 0.85 0.29 0.20 0.96 0.75 0.50 0.79 0.91 0.52 0.72 0.92 0.98 0.70 0.55 0.51 0.45 0.91 ]
    [ 0.55 0.38 0.19 0.98 0.95 0.17 0.23 0.43 0.95 0.83 0.95 0.96 0.62 0.52 0.61 0.97 0.86 0.67 0.73 0.95 0.20 0.63 0.35 0.92 0.50 0.87 0.23 0.84 0.85 0.20 0.49 0.86 0.66 0.88 0.77 0.68 0.48 0.16 0.31 0.73 1.00 0.70 0.94 0.98 0.53 0.20 0.82 0.86 0.35 0.59 0.83 0.84 0.46 0.26 0.40 0.32 0.81 0.57 0.23 0.62 0.12 0.65 0.44 0.60 ]
    [ 0.16 0.27 0.40 0.70 0.28 0.61 0.35 0.85 0.30 0.98 0.27 0.43 0.82 0.51 0.83 0.23 0.92 0.34 0.49 0.51 0.57 0.92 0.39 0.49 0.13 0.14 0.75 0.58 0.90 0.48 0.86 0.86 0.65 0.85 0.63 0.32 0.78 0.38 0.98 0.81 0.70 1.00 0.68 0.49 0.72 0.43 0.55 0.18 0.77 0.96 0.89 0.57 0.60 0.34 0.62 0.41 0.17 0.33 0.73 0.43 0.60 0.79 0.89 0.53 ]
    [ 0.54 0.39 0.25 0.96 0.80 0.78 0.40 0.90 0.70 0.87 0.40 0.54 0.73 0.64 0.43 0.70 0.43 0.57 0.24 0.16 0.80 0.39 0.97 0.14 0.76 0.82 0.45 0.84 0.78 0.68 0.83 0.65 0.37 0.82 0.24 0.77 0.19 0.78 0.86 0.42 0.94 0.68 1.00 0.68 0.14 0.93 0.43 0.87 0.23 0.43 0.55 0.58 0.91 0.56 0.45 0.45 0.29 0.75 0.90 0.81 0.40 0.58 0.79 0.33 ]
    [ 0.60 0.84 0.11 0.29 0.58 0.16 0.70 0.82 0.69 0.21 0.46 0.55 0.27 0.23 0.13 0.79 0.53 1.00 0.95 0.69 0.38 0.43 0.91 0.19 0.95 0.86 0.53 0.11 0.58 0.75 0.52 0.33 0.41 0.69 0.77 0.56 0.85 0.33 0.31 0.55 0.98 0.49 0.68 1.00 0.84 0.15 0.19 0.56 0.65 0.34 0.43 0.93 0.72 0.54 0.73 0.17 0.93 0.78 0.63 0.68 0.53 0.97 0.14 0.93 ]
    [ 0.13 0.18 0.62 0.17 0.58 0.47 0.15 0.93 0.82 0.24 0.48 0.65 0.53 0.31 0.20 0.40 0.29 0.79 0.22 0.43 0.84 0.43 0.47 0.10 0.55 0.33 0.30 0.83 0.24 0.15 0.20 0.64 0.77 0.84 0.90 0.79 0.73 0.58 0.94 0.71 0.53 0.72 0.14 0.84 1.00 0.77 0.67 0.60 0.43 0.58 0.61 0.30 0.29 0.79 0.35 0.27 0.96 0.27 0.14 0.82 0.30 0.64 0.95 0.63 ]
    [ 0.35 0.22 1.00 0.50 0.46 0.28 0.60 0.45 0.52 0.90 0.85 0.70 0.60 0.97 0.91 0.76 0.47 0.14 0.40 0.73 0.69 0.88 0.99 0.97 0.10 0.57 0.88 0.83 0.73 0.18 0.14 0.74 0.10 0.37 0.60 0.50 0.15 0.48 0.20 0.21 0.20 0.43 0.93 0.15 0.77 1.00 0.42 0.75 0.28 0.38 0.35 0.59 0.45 0.25 0.61 0.89 0.66 0.50 0.98 0.81 0.75 0.41 0.77 0.84 ]
    [ 0.34 0.38 0.53 0.80 0.88 0.76 0.23 0.55 0.27 0.34 0.84 0.80 0.52 0.42 0.49 0.37 0.45 0.70 0.67 1.00 0.15 0.60 0.15 0.46 0.12 0.42 0.59 0.54 0.19 0.51 0.38 0.60 0.53 0.11 0.71 0.45 0.35 0.25 0.84 0.21 0.82 0.55 0.43 0.19 0.67 0.42 1.00 0.34 0.25 0.86 0.15 0.26 0.27 0.76 0.45 0.12 0.90 0.63 0.89 0.14 0.48 0.63 0.84 0.80 ]
    [ 0.38 0.93 0.53 0.78 0.66 0.96 0.60 0.74 0.56 0.12 0.17 0.11 0.45 0.89 0.92 0.48 0.57 0.58 0.33 0.34 0.33 0.64 0.61 0.62 0.78 0.82 0.41 0.47 0.42 0.17 0.72 1.00 0.44 0.20 0.59 0.37 0.43 0.41 0.78 0.85 0.86 0.18 0.87 0.56 0.60 0.75 0.34 1.00 0.60 0.95 0.95 0.82 0.60 0.51 0.78 0.53 0.82 0.69 0.15 0.15 0.49 0.51 0.44 0.15 ]
    [ 0.48 0.11 0.84 0.94 0.51 0.17 0.20 0.56 0.62 0.34 0.53 0.42 0.78 0.48 0.56 0.77 0.10 0.89 0.31 0.31 0.47 0.86 0.57 0.46 0.54 0.44 0.35 0.32 0.28 0.51 0.67 0.78 0.71 0.30 0.64 0.41 0.61 0.18 0.34 0.29 0.35 0.77 0.23 0.65 0.43 0.28 0.25 0.60 1.00 0.60 0.34 0.92 0.66 0.12 0.23 0.80 0.49 0.31 0.63 0.88 0.59 0.84 0.42 0.42 ]
    [ 0.25 0.69 0.59 0.58 0.45 0.83 0.16 0.69 0.78 0.88 0.83 0.33 0.59 0.43 0.14 0.66 0.74 0.46 0.13 0.15 0.54 0.87 0.71 0.28 0.44 0.12 0.64 0.35 0.24 0.39 0.72 0.70 0.26 0.49 0.27 0.34 0.41 0.65 0.21 0.20 0.59 0.96 0.43 0.34 0.58 0.38 0.86 0.95 0.60 1.00 0.58 0.75 0.20 0.96 0.66 0.70 0.11 0.93 0.50 0.24 0.44 0.83 0.11 0.89 ]
    [ 0.59 0.27 0.44 0.12 0.87 0.80 0.77 0.23 0.78 0.42 0.17 0.27 0.12 0.47 0.89 0.82 0.45 0.93 0.13 0.53 0.84 0.85 0.26 0.70 0.38 0.46 0.58 0.28 0.14 0.35 0.81 0.51 0.53 0.88 0.80 0.10 0.22 0.58 0.14 0.96 0.83 0.89 0.55 0.43 0.61 0.35 0.15 0.95 0.34 0.58 1.00 0.66 0.28 0.51 0.47 0.92 0.56 0.80 0.54 0.32 0.34 0.61 0.68 0.37 ]
    [ 0.37 0.11 0.66 0.12 0.20 0.50 0.32 0.96 0.77 0.53 0.14 0.29 0.67 0.91 0.74 0.59 0.12 0.23 0.25 0.65 0.20 0.72 0.16 0.62 0.51 0.45 0.82 0.92 0.88 0.60 0.86 0.79 0.21 0.71 0.45 0.74 0.29 0.24 0.63 0.75 0.84 0.57 0.58 0.93 0.30 0.59 0.26 0.82 0.92 0.75 0.66 1.00 0.88 0.46 0.18 0.57 0.30 0.30 0.34 0.57 0.26 0.58 0.69 0.44 ]
