    [ 0.84 0.88 0.21 0.41 0.92 0.87 0.84 0.89 0.60 0.30 0.74 1.00 0.32 0.70 0.51 0.67 0.26 0.41 0.24 0.82 0.74 0.59 0.56 0.91 0.76 0.37 0.54 0.61 0.44 0.15 0.84 0.99 0.74 0.74 0.53 0.99 0.21 0.47 0.41 0.62 0.67 0.49 0.26 0.65 0.42 0.81 0.16 0.88 0.57 0.51 0.75 0.96 0.52 0.40 0.40 0.96 0.97 0.57 0.26 0.44 0.22 0.70 0.40 0.18 ]
    [ 0.20 0.39 0.22 0.18 0.87 0.95 0.18 0.40 0.64 0.99 0.45 0.32 1.00 0.75 0.33 0.71 0.24 0.78 0.63 0.59 0.16 0.68 0.64 0.23 0.80 0.38 0.76 0.27 0.39 0.77 0.47 0.36 0.57 0.65 0.31 0.46 0.16 1.00 0.51 0.70 0.22 0.58 0.21 0.29 0.77 0.95 0.27 0.35 0.62 0.40 0.56 0.72 0.34 0.94 0.44 0.33 0.65 0.51 0.24 0.29 0.75 0.61 0.61 0.82 ]
    [ 0.81 0.18 0.41 0.17 0.33 0.50 0.45 0.53 0.23 0.80 0.78 0.70 0.75 1.00 0.22 0.37 0.36 0.80 0.21 0.77 0.43 0.94 0.65 0.58 0.76 0.83 0.61 0.88 0.99 0.79 0.74 0.53 0.52 0.47 0.91 0.31 0.62 0.42 0.55 0.68 0.41 0.97 0.59 0.64 0.67 0.91 0.26 0.80 0.28 0.70 0.51 0.92 0.99 0.50 0.87 0.39 0.92 0.81 0.24 0.74 0.88 0.61 0.33 0.40 ]
    [ 0.95 0.18 0.63 0.87 0.25 0.48 0.94 0.54 0.62 0.79 0.52 0.51 0.33 0.22 1.00 0.58 0.82 0.52 0.92 0.89 0.53 0.75 0.77 0.25 0.58 0.24 0.68 0.90 0.33 0.77 0.79 0.85 0.60 0.80 0.27 0.22 0.84 0.27 0.65 0.29 0.62 0.99 0.50 0.88 0.67 0.44 0.96 0.99 0.47 0.59 0.18 0.44 0.19 0.62 0.34 0.24 0.18 0.44 0.15 0.44 0.86 0.24 0.19 0.22 ]
    [ 0.38 0.81 0.56 0.37 0.47 0.19 0.97 0.90 0.89 0.41 0.26 0.67 0.71 0.37 0.58 1.00 0.56 0.24 0.29 0.30 0.57 0.23 0.89 0.81 0.50 0.49 0.97 0.59 0.89 0.83 0.24 0.62 0.88 0.99 0.58 0.58 0.67 0.34 0.38 0.77 0.60 0.59 0.50 0.78 0.58 0.67 0.24 0.68 0.24 0.21 0.25 0.80 0.65 0.53 0.78 0.95 0.19 0.79 0.62 0.75 0.39 0.66 0.21 0.97 ]
    [ 0.66 0.35 0.78 0.38 0.98 0.64 0.52 0.31 0.83 0.47 0.80 0.26 0.24 0.36 0.82 0.56 1.00 0.68 0.22 0.95 0.43 0.86 0.61 0.19 0.58 0.55 0.77 0.39 0.63 0.51 0.56 0.84 0.27 0.70 0.71 0.63 0.90 0.53 0.57 0.74 0.64 0.80 0.83 0.15 0.18 0.96 0.17 0.68 0.69 0.78 0.23 0.19 0.90 0.86 0.79 0.78 0.29 0.28 0.97 0.28 0.60 0.75 0.16 0.63 ]
    [ 0.83 0.58 0.59 0.35 0.73 0.71 0.39 0.53 0.90 0.28 0.37 0.41 0.78 0.80 0.52 0.24 0.68 1.00 0.93 0.65 0.21 0.21 0.62 0.31 0.53 0.19 0.24 0.18 0.37 0.56 0.51 0.58 0.22 0.27 0.98 0.58 0.43 0.99 0.97 0.95 0.79 0.36 0.59 0.64 0.42 0.53 0.77 0.69 0.46 0.97 0.61 0.54 0.62 0.64 0.21 0.73 0.74 0.32 0.23 0.46 0.76 0.89 0.46 0.82 ]
    [ 0.76 0.87 0.53 0.21 0.90 0.23 0.77 0.34 0.17 0.26 0.47 0.24 0.63 0.21 0.92 0.29 0.22 0.93 1.00 0.19 0.84 0.75 0.65 0.19 0.72 0.40 0.55 0.65 0.64 0.38 0.22 0.95 0.52 0.21 0.20 0.97 0.22 0.34 0.61 0.80 0.74 0.58 0.82 0.77 0.44 0.32 0.57 0.98 0.17 0.73 0.58 0.61 0.35 0.73 0.97 0.17 0.20 0.34 0.84 0.28 0.49 0.50 0.27 0.17 ]
    [ 0.44 0.26 0.96 0.48 0.90 0.85 0.45 0.20 0.94 0.95 0.98 0.82 0.59 0.77 0.89 0.30 0.95 0.65 0.19 1.00 0.63 0.38 0.39 0.22 0.38 0.71 0.66 0.64 0.16 0.54 0.28 0.17 0.37 0.73 0.53 0.24 0.96 0.88 0.50 0.63 0.39 0.24 0.88 0.32 0.31 0.44 0.25 0.40 0.19 0.94 0.62 0.60 0.86 0.27 0.56 0.98 0.40 0.44 0.67 0.28 0.42 0.77 0.60 0.49 ]
    [ 0.29 0.22 0.60 0.63 0.47 0.54 0.51 0.65 0.67 0.70 0.37 0.74 0.16 0.43 0.53 0.57 0.43 0.21 0.84 0.63 1.00 0.49 0.21 0.95 0.85 0.86 0.16 0.38 0.82 0.98 0.87 0.51 0.24 0.59 0.80 0.68 0.80 0.46 0.36 0.45 0.92 0.86 0.46 0.72 0.68 0.85 0.57 0.28 0.88 0.36 0.30 0.42 0.49 0.66 0.95 0.32 0.55 0.56 0.27 0.32 0.36 0.68 0.56 0.98 ]
    [ 0.27 0.84 0.73 0.98 0.85 0.72 0.79 0.78 0.78 1.00 0.50 0.59 0.68 0.94 0.75 0.23 0.86 0.21 0.75 0.38 0.49 1.00 0.61 0.72 0.45 0.74 0.16 0.27 0.32 0.79 0.46 0.82 0.93 0.70 0.54 0.94 0.87 0.76 0.98 0.66 0.30 0.57 0.84 0.55 0.18 0.53 0.95 0.91 0.77 0.75 0.65 0.39 0.22 0.97 0.95 0.73 0.32 0.67 0.48 0.92 0.43 0.78 1.00 0.82 ]
    [ 0.32 0.94 0.89 0.74 0.81 0.37 0.45 0.70 0.34 0.48 0.81 0.56 0.64 0.65 0.77 0.89 0.61 0.62 0.65 0.39 0.21 0.61 1.00 0.33 0.15 0.59 0.70 0.82 0.73 0.49 0.30 0.42 0.84 0.44 0.65 0.53 0.84 0.33 0.61 0.79 0.79 0.47 0.23 0.89 0.18 0.40 0.55 0.37 0.92 0.67 0.62 0.35 0.44 0.70 0.48 0.87 0.56 0.25 0.53 0.77 0.27 0.89 0.75 0.70 ]
    [ 0.32 0.87 0.49 0.94 0.53 0.91 0.27 0.32 0.33 0.33 0.57 0.91 0.23 0.58 0.25 0.81 0.19 0.31 0.19 0.22 0.95 0.72 0.33 1.00 0.29 0.97 0.94 0.79 0.72 0.38 0.87 0.53 0.79 0.63 0.49 0.31 0.44 0.99 0.97 0.50 0.91 0.65 0.87 0.92 0.17 0.51 0.93 0.86 0.79 0.47 0.98 0.49 0.23 0.55 0.83 0.99 0.36 0.82 0.51 0.44 0.16 0.61 0.77 0.23 ]
    [ 0.95 0.98 0.17 0.95 0.45 0.62 0.56 0.58 0.23 0.54 0.64 0.76 0.80 0.76 0.58 0.50 0.58 0.53 0.72 0.38 0.85 0.45 0.15 0.29 1.00 0.26 0.70 1.00 0.15 0.18 0.88 0.69 0.50 0.79 0.89 0.70 0.90 0.48 0.91 0.60 0.30 0.72 0.78 0.56 0.51 0.23 0.31 0.71 0.68 0.29 0.37 0.16 0.17 0.54 0.49 0.97 0.60 0.26 0.80 0.32 0.22 0.45 0.40 0.82 ]
    [ 0.66 0.46 0.62 0.29 0.87 0.54 0.27 0.94 0.77 0.22 0.83 0.37 0.38 0.83 0.24 0.49 0.55 0.19 0.40 0.71 0.86 0.74 0.59 0.97 0.26 1.00 0.72 0.95 0.45 0.33 0.58 0.62 0.47 0.34 0.25 0.25 0.73 0.41 0.49 0.81 0.92 0.27 0.31 0.42 0.32 0.34 0.23 0.95 0.94 0.21 0.54 0.70 0.76 0.18 0.29 0.43 0.23 0.92 0.51 0.98 0.34 0.75 0.72 0.43 ]
    [ 0.99 0.57 0.35 0.52 0.99 0.97 0.33 0.64 0.33 0.43 0.32 0.54 0.76 0.61 0.68 0.97 0.77 0.24 0.55 0.66 0.16 0.16 0.70 0.94 0.70 0.72 1.00 0.74 0.26 0.66 0.34 0.62 0.78 0.69 0.67 0.97 0.63 0.30 0.85 0.92 0.72 0.45 0.31 0.79 0.87 0.97 0.90 0.27 0.28 0.46 0.79 0.69 0.71 0.50 0.24 0.64 0.58 0.24 0.40 0.46 0.76 0.37 0.86 0.16 ]
    [ 0.38 0.57 0.16 0.92 0.50 0.27 0.30 0.67 0.34 0.31 0.24 0.61 0.27 0.88 0.90 0.59 0.39 0.18 0.65 0.64 0.38 0.27 0.82 0.79 1.00 0.95 0.74 1.00 0.64 0.40 0.95 0.30 0.36 0.87 0.93 0.96 0.61 0.86 0.53 0.17 0.45 0.77 0.24 0.94 0.23 0.34 0.75 0.20 0.80 0.49 0.41 0.90 1.00 0.54 0.93 0.26 0.85 0.71 0.49 0.47 0.59 0.30 0.39 0.81 ]
    [ 0.51 0.38 0.43 0.84 0.78 0.83 0.90 0.38 0.58 0.83 0.59 0.44 0.39 0.99 0.33 0.89 0.63 0.37 0.64 0.16 0.82 0.32 0.73 0.72 0.15 0.45 0.26 0.64 1.00 0.89 0.21 0.19 0.33 0.92 0.59 0.91 0.58 0.93 0.15 0.37 0.49 0.20 0.67 0.41 0.60 0.77 0.35 0.31 0.99 0.61 0.26 0.33 0.86 0.82 0.74 0.34 0.64 0.39 0.60 0.38 0.19 0.32 0.39 0.18 ]
    [ 0.77 0.63 0.56 0.18 0.68 0.51 0.85 0.50 0.79 0.39 0.54 0.15 0.77 0.79 0.77 0.83 0.51 0.56 0.38 0.54 0.98 0.79 0.49 0.38 0.18 0.33 0.66 0.40 0.89 1.00 0.76 0.70 0.17 0.19 0.85 0.92 0.51 0.25 0.44 0.47 0.65 0.31 0.92 0.36 0.98 0.82 0.95 0.95 0.16 0.75 0.38 0.58 0.25 0.30 0.91 0.64 0.70 0.16 0.54 0.80 0.77 0.96 0.30 0.53 ]
    [ 0.61 0.99 0.55 0.85 0.59 0.45 0.68 0.19 0.83 0.86 0.96 0.84 0.47 0.74 0.79 0.24 0.56 0.51 0.22 0.28 0.87 0.46 0.30 0.87 0.88 0.58 0.34 0.95 0.21 0.76 1.00 0.55 0.92 0.78 0.50 0.63 0.70 0.59 0.23 0.80 0.93 0.51 0.79 0.62 0.56 0.26 0.44 0.27 0.74 0.36 0.85 0.34 0.15 0.53 0.29 0.85 0.52 0.94 0.74 0.38 0.24 0.49 0.29 0.40 ]
    [ 0.52 0.16 0.80 0.61 0.17 0.60 0.99 0.30 0.96 0.76 0.32 0.99 0.36 0.53 0.85 0.62 0.84 0.58 0.95 0.17 0.51 0.82 0.42 0.53 0.69 0.62 0.62 0.30 0.19 0.70 0.55 1.00 0.58 0.74 0.79 0.42 0.88 0.83 0.19 0.44 0.81 0.90 0.52 0.59 0.76 0.57 0.32 0.56 0.36 0.64 0.61 0.67 0.85 0.75 0.80 0.32 0.48 0.17 0.57 0.75 0.82 0.24 0.79 0.27 ]
    [ 0.87 0.33 0.33 0.36 0.71 0.97 0.72 0.21 0.22 0.41 0.94 0.74 0.57 0.52 0.60 0.88 0.27 0.22 0.52 0.37 0.24 0.93 0.84 0.79 0.50 0.47 0.78 0.36 0.33 0.17 0.92 0.58 1.00 1.00 0.71 0.45 0.85 0.19 0.46 0.61 0.78 0.61 0.42 0.69 0.80 0.66 0.92 0.41 0.97 0.34 0.96 0.34 0.59 0.19 0.96 0.49 0.20 0.32 0.54 0.71 0.66 0.18 0.65 0.86 ]
    [ 0.21 0.55 0.77 0.46 0.47 0.59 0.25 0.74 0.26 0.91 0.35 0.74 0.65 0.47 0.80 0.99 0.70 0.27 0.21 0.73 0.59 0.70 0.44 0.63 0.79 0.34 0.69 0.87 0.92 0.19 0.78 0.74 1.00 1.00 0.29 0.81 0.50 0.79 0.94 0.21 0.63 0.22 0.59 1.00 0.25 0.71 0.93 0.62 0.22 0.20 0.90 0.99 0.54 0.61 0.54 0.68 0.72 0.79 0.67 0.93 0.86 0.45 1.00 0.23 ]
    [ 0.18 0.44 0.30 0.27 0.96 0.65 0.52 0.82 0.80 0.17 0.36 0.53 0.31 0.91 0.27 0.58 0.71 0.98 0.20 0.53 0.80 0.54 0.65 0.49 0.89 0.25 0.67 0.93 0.59 0.85 0.50 0.79 0.71 0.29 1.00 0.67 0.54 0.46 0.27 0.90 0.30 0.46 0.79 0.54 0.34 0.47 0.87 0.92 0.33 0.24 0.29 0.26 0.94 0.57 0.76 0.46 0.92 0.68 0.42 0.17 1.00 0.81 0.73 0.44 ]
    [ 0.44 0.91 0.37 0.52 0.34 0.86 0.79 0.54 0.56 0.60 0.61 0.99 0.46 0.31 0.22 0.58 0.63 0.58 0.97 0.24 0.68 0.94 0.53 0.31 0.70 0.25 0.97 0.96 0.91 0.92 0.63 0.42 0.45 0.81 0.67 1.00 0.22 0.21 0.95 0.67 0.63 0.97 0.43 0.84 0.64 0.50 0.23 0.22 0.67 0.80 0.48 0.17 0.79 0.33 0.72 0.46 0.69 0.86 0.29 0.50 0.45 0.58 0.18 0.50 ]
    [ 0.63 0.55 0.80 0.67 0.43 0.67 0.71 0.84 0.57 0.70 0.48 0.21 0.16 0.62 0.84 0.67 0.90 0.43 0.22 0.96 0.80 0.87 0.84 0.44 0.90 0.73 0.63 0.61 0.58 0.51 0.70 0.88 0.85 0.50 0.54 0.22 1.00 0.57 0.16 0.74 0.83 0.84 0.19 0.98 0.94 0.36 0.64 0.64 0.33 0.72 0.84 0.64 0.63 0.64 0.88 0.43 0.70 0.16 0.87 0.29 0.60 0.40 0.35 0.40 ]
    [ 0.65 0.78 0.85 0.59 0.90 0.84 0.35 0.53 0.64 0.18 0.79 0.47 1.00 0.42 0.27 0.34 0.53 0.99 0.34 0.88 0.46 0.76 0.33 0.99 0.48 0.41 0.30 0.86 0.93 0.25 0.59 0.83 0.19 0.79 0.46 0.21 0.57 1.00 0.83 0.71 0.41 0.83 0.82 0.91 0.44 0.40 0.41 0.69 0.73 0.59 0.31 0.34 0.52 0.98 0.89 0.32 0.91 0.78 0.49 0.54 0.68 0.85 0.35 0.99 ]
    [ 0.55 0.99 0.93 0.23 0.46 0.56 0.98 0.78 0.38 0.54 0.49 0.41 0.51 0.55 0.65 0.38 0.57 0.97 0.61 0.50 0.36 0.98 0.61 0.97 0.91 0.49 0.85 0.53 0.15 0.44 0.23 0.19 0.46 0.94 0.27 0.95 0.16 0.83 1.00 0.61 0.25 0.35 0.75 0.57 0.34 0.71 0.36 0.56 0.53 0.95 0.31 0.24 0.43 0.17 0.64 0.52 0.41 0.79 0.83 0.93 0.36 0.16 0.66 0.82 ]
    [ 0.63 0.96 0.25 0.23 0.99 0.89 0.95 0.86 0.47 0.52 0.35 0.62 0.70 0.68 0.29 0.77 0.74 0.95 0.80 0.63 0.45 0.66 0.79 0.50 0.60 0.81 0.92 0.17 0.37 0.47 0.80 0.44 0.61 0.21 0.90 0.67 0.74 0.71 0.61 1.00 0.46 0.16 0.78 0.93 0.29 0.76 0.48 0.20 0.37 0.91 0.72 0.24 0.53 0.21 0.49 0.41 0.52 0.88 0.83 0.84 0.67 0.51 0.38 0.65 ]
    [ 0.66 0.45 0.78 0.29 0.54 0.19 0.74 0.39 0.30 0.75 0.60 0.67 0.22 0.41 0.62 0.60 0.64 0.79 0.74 0.39 0.92 0.30 0.79 0.91 0.30 0.92 0.72 0.45 0.49 0.65 0.93 0.81 0.78 0.63 0.30 0.63 0.83 0.41 0.25 0.46 1.00 0.27 0.44 0.73 0.18 0.31 0.88 0.89 0.73 0.22 0.70 0.81 0.54 0.24 0.35 1.00 0.29 0.47 0.42 0.59 0.66 0.38 0.94 0.28 ]
    [ 0.95 0.26 0.77 0.71 0.34 0.59 0.51 0.64 0.41 0.19 0.21 0.49 0.58 0.97 0.99 0.59 0.80 0.36 0.58 0.24 0.86 0.57 0.47 0.65 0.72 0.27 0.45 0.77 0.20 0.31 0.51 0.90 0.61 0.22 0.46 0.97 0.84 0.83 0.35 0.16 0.27 1.00 0.19 0.25 0.87 0.69 0.63 0.94 0.22 0.63 0.41 0.49 0.46 0.57 0.21 0.61 0.94 0.62 0.74 0.44 0.80 0.71 0.95 0.84 ]
    [ 0.67 0.20 0.46 0.42 0.47 1.00 0.22 0.96 0.22 0.73 0.29 0.26 0.21 0.59 0.50 0.50 0.83 0.59 0.82 0.88 0.46 0.84 0.23 0.87 0.78 0.31 0.31 0.24 0.67 0.92 0.79 0.52 0.42 0.59 0.79 0.43 0.19 0.82 0.75 0.78 0.44 0.19 1.00 0.48 0.98 0.48 0.87 0.93 0.51 0.61 0.50 0.52 0.82 0.34 0.86 0.74 0.82 0.94 0.81 0.52 0.49 0.54 0.80 0.24 ]
    [ 0.37 0.32 0.29 0.61 0.70 0.27 0.23 0.91 0.42 0.74 0.33 0.65 0.29 0.64 0.88 0.78 0.15 0.64 0.77 0.32 0.72 0.55 0.89 0.92 0.56 0.42 0.79 0.94 0.41 0.36 0.62 0.59 0.69 1.00 0.54 0.84 0.98 0.91 0.57 0.93 0.73 0.25 0.48 1.00 0.57 0.37 0.73 0.48 0.91 0.41 0.71 0.81 0.95 0.81 0.62 0.23 0.66 0.28 0.83 0.76 0.70 0.77 0.30 0.48 ]
    [ 0.85 0.65 0.78 0.58 0.83 0.65 0.83 0.78 0.47 0.54 0.69 0.42 0.77 0.67 0.67 0.58 0.18 0.42 0.44 0.31 0.68 0.18 0.18 0.17 0.51 0.32 0.87 0.23 0.60 0.98 0.56 0.76 0.80 0.25 0.34 0.64 0.94 0.44 0.34 0.29 0.18 0.87 0.98 0.57 1.00 0.57 0.94 0.50 0.41 0.64 0.65 0.65 0.79 0.23 0.86 0.81 0.27 0.75 0.15 0.65 0.36 0.54 0.77 0.67 ]
    [ 0.68 0.71 0.56 0.65 0.41 0.27 0.32 0.45 0.62 0.29 0.23 0.81 0.95 0.91 0.44 0.67 0.96 0.53 0.32 0.44 0.85 0.53 0.40 0.51 0.23 0.34 0.97 0.34 0.77 0.82 0.26 0.57 0.66 0.71 0.47 0.50 0.36 0.40 0.71 0.76 0.31 0.69 0.48 0.37 0.57 1.00 0.97 0.72 0.44 0.26 0.80 0.51 0.76 0.77 0.89 0.43 0.45 0.72 0.83 0.35 0.94 0.70 0.53 0.22 ]
    [ 0.89 0.83 0.21 0.39 0.23 0.22 0.43 0.64 0.61 0.85 0.98 0.16 0.27 0.26 0.96 0.24 0.17 0.77 0.57 0.25 0.57 0.95 0.55 0.93 0.31 0.23 0.90 0.75 0.35 0.95 0.44 0.32 0.92 0.93 0.87 0.23 0.64 0.41 0.36 0.48 0.88 0.63 0.87 0.73 0.94 0.97 1.00 0.46 0.26 0.56 0.33 0.86 0.85 0.19 0.90 0.91 0.88 0.34 0.40 0.37 0.77 0.86 0.82 0.20 ]
    [ 0.99 0.32 0.75 0.97 0.98 0.26 0.60 0.24 0.99 0.96 0.31 0.88 0.35 0.80 0.99 0.68 0.68 0.69 0.98 0.40 0.28 0.91 0.37 0.86 0.71 0.95 0.27 0.20 0.31 0.95 0.27 0.56 0.41 0.62 0.92 0.22 0.64 0.69 0.56 0.20 0.89 0.94 0.93 0.48 0.50 0.72 0.46 1.00 0.34 0.23 0.82 0.18 0.50 0.66 0.79 0.43 0.16 0.92 0.17 0.70 0.62 0.43 0.78 0.96 ]
    [ 0.43 0.51 0.93 0.83 0.62 0.62 0.54 0.97 0.73 0.64 0.55 0.57 0.62 0.28 0.47 0.24 0.69 0.46 0.17 0.19 0.88 0.77 0.92 0.79 0.68 0.94 0.28 0.80 0.99 0.16 0.74 0.36 0.97 0.22 0.33 0.67 0.33 0.73 0.53 0.37 0.73 0.22 0.51 0.91 0.41 0.44 0.26 0.34 1.00 0.49 0.36 0.21 0.39 0.78 0.58 0.62 0.16 0.82 0.46 0.31 0.27 0.42 0.17 0.96 ]
    [ 0.35 0.18 0.63 0.62 0.29 0.44 0.15 0.47 0.68 0.44 0.86 0.51 0.40 0.70 0.59 0.21 0.78 0.97 0.73 0.94 0.36 0.75 0.67 0.47 0.29 0.21 0.46 0.49 0.61 0.75 0.36 0.64 0.34 0.20 0.24 0.80 0.72 0.59 0.95 0.91 0.22 0.63 0.61 0.41 0.64 0.26 0.56 0.23 0.49 1.00 0.83 0.43 0.40 0.43 0.68 0.39 0.15 0.38 0.41 0.75 0.33 0.32 0.85 0.24 ]
    [ 0.37 0.32 0.59 0.54 0.35 0.65 0.19 0.76 0.61 0.60 0.38 0.75 0.56 0.51 0.18 0.25 0.23 0.61 0.58 0.62 0.30 0.65 0.62 0.98 0.37 0.54 0.79 0.41 0.26 0.38 0.85 0.61 0.96 0.90 0.29 0.48 0.84 0.31 0.31 0.72 0.70 0.41 0.50 0.71 0.65 0.80 0.33 0.82 0.36 0.83 1.00 0.79 0.28 0.20 0.50 0.23 0.46 0.79 0.41 0.81 0.27 0.70 0.99 0.76 ]
    [ 0.68 0.99 0.42 0.87 0.16 0.53 0.99 0.21 0.83 0.51 0.50 0.96 0.72 0.92 0.44 0.80 0.19 0.54 0.61 0.60 0.42 0.39 0.35 0.49 0.16 0.70 0.69 0.90 0.33 0.58 0.34 0.67 0.34 0.99 0.26 0.17 0.64 0.34 0.24 0.24 0.81 0.49 0.52 0.81 0.65 0.51 0.86 0.18 0.21 0.43 0.79 1.00 0.56 0.39 0.30 0.97 0.99 0.43 0.77 0.50 0.75 0.22 0.35 0.88 ]
